序号,求职者id,求职者姓名,预期岗位,求职类型,性别,年龄,期望工作地址,居住地址,可报到时间,工作经验,自我评价,期望企业,期望最低薪资,期望最高薪资,学历,专业,竞赛经历,项目经历,工作经历,技能水平,简历关键词,获得证书
5328,7533601433450114580,刘用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5329,7533601442040049172,江用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5330,7533601446335016468,吴用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,大数据开发工程师-基础级
5331,7533601454924951060,李用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5332,7533601463514885652,林用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5333,7533601467809852948,田用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5334,7533601476399787540,刘用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5335,7533601480694754836,林用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5336,7533601489284689428,罗用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5337,7533601497874624020,黄用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5338,7533601502169591316,徐用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5339,7533601510759525908,张用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5340,7533601515054493204,宾用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5341,7533601523644427796,张用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5342,7533601527939395092,庄用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5343,7533601536529329684,刘用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5344,7533558522431860244,黄用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5345,7533558531021794836,沈用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5346,7533558539611729428,周用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5347,7533558543906696724,卯用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5348,7533558552496631316,胡用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5349,7533558556791598612,李用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5350,7533558565381533204,孔用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5351,7533558573971467796,陈用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5352,7533558578266435092,谢用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5353,7533558586856369684,龙用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5354,7533558591151336980,杨用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,"Python_GOOD,NumPy_GOOD,Matplotlib_GOOD,pandas_GOOD,scikit-learn_GOOD",,大数据开发工程师-基础级
5355,7533558599741271572,罗用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5356,7533558608331206164,王用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5357,7533558612626173460,徐用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5358,7533558616921140756,戚用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5359,7533558625511075348,李用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5360,7533558634101009940,张用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5361,7533601296011161108,赵用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,"Python_GOOD,NumPy_GOOD,Matplotlib_GOOD,pandas_GOOD,scikit-learn_GOOD",,大数据开发工程师-基础级
5362,7533601304601095700,刘用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5363,7533601308896062996,钱用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5364,7533601317485997588,殷用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5365,7533601321780964884,董用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5366,7533601330370899476,邢用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5367,7533601334665866772,曲用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5368,7533601343255801364,郭用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5369,7533601351845735956,沈用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5370,7533601356140703252,王用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5371,7533515654363278868,司用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5372,7533515662953213460,王用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,大数据开发工程师-基础级
5373,7533515667248180756,李用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5374,7533515675838115348,王用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5375,7533515684428049940,张用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5376,7533515688723017236,程用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5377,7533558380697939476,李用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,"Python_GOOD,NumPy_GOOD,Matplotlib_GOOD,pandas_GOOD,scikit-learn_GOOD",,"大数据开发工程师-基础级,大数据开发工程师-基础级,大数据开发工程师-基础级,大数据开发工程师-基础级"
5378,7533558384992906772,矫用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5379,7533558393582841364,陈用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5380,7533558397877808660,张用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5381,7533558406467743252,凌用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5382,7533558415057677844,杨用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5383,7533558419352645140,苟用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5384,7533300777149459988,赵用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5385,7533300785739394580,杨用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5386,7533300790034361876,曾用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5387,7533300798624296468,陈用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5388,7533300802919263764,易用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5389,7533300811509198356,郑用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5390,7533300820099132948,赵用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5391,7533300824394100244,赵用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5392,7533300832984034836,张用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5393,7533300837279002132,温用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5394,7533300845868936724,彭用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5395,7533300854458871316,温用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5396,7533300858753838612,莫用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,大数据开发工程师-基础级
5397,7533300867343773204,杨用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5398,7533300871638740500,杨用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5399,7533300880228675092,陈用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5400,7533300884523642388,姚用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5401,7533300893113576980,徐用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5402,7533300901703511572,谭用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5403,7533300905998478868,代用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5404,7533300914588413460,冯用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5405,7533300918883380756,陈用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5406,7533300927473315348,李用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5407,7533300931768282644,王用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5408,7533300940358217236,黄用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5409,7533257879016107540,张用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5410,7533257887606042132,陈用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5411,7533257896195976724,潘用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5412,7533257900490944020,蒋用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5413,7533257909080878612,赵用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5414,7533257913375845908,陈用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5415,7533257921965780500,赵用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5416,7533257930555715092,林用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5417,7533257934850682388,刘用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5418,7533257939145649684,郝用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5419,7533257947735584276,伏用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5420,7533257956325518868,孙用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5421,7533257960620486164,刘用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5422,7533257969210420756,王用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5423,7533257973505388052,黄用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5424,7533257982095322644,王用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5425,7533257990685257236,俞用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5426,7533257994980224532,黄用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5427,7533258003570159124,郭用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5428,7533258007865126420,周用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5429,7533258016455061012,孙用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5430,7533258020750028308,姜用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5431,7533258029339962900,魏用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5432,7533258037929897492,卓用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5433,7533258042224864788,周用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5434,7533258050814799380,熊用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5435,7533258055109766676,王用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,"Python_GOOD,urllib3库_GOOD,Requests库_GOOD,Xpath_GOOD,Beautiful Soup_GOOD,Scrapy_GOOD,MySQL_GOOD,MongoDB_GOOD",,
5436,7533215041012297236,林用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5437,7533215049602231828,陈用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5438,7533215053897199124,李用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5439,7533215062487133716,李用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5440,7533215066782101012,赵用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5441,7533215075372035604,殷用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5442,7533215083961970196,马用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5443,7533215088256937492,何用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5444,7533215096846872084,陈用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5445,7533215101141839380,林用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5446,7533215109731773972,唐用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5447,7533215114026741268,刘用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,Python_GOOD,,泰迪科技实习证明
5448,7533215122616675860,林用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5449,7533215131206610452,蒋用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5450,7533215135501577748,邬用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5451,7533215144091512340,胡用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5452,7533215148386479636,史用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5453,7533257810296630804,黄用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5454,7533257818886565396,贾用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5455,7533257823181532692,吴用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5456,7533257831771467284,朱用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5457,7533257836066434580,石用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5458,7533257844656369172,游用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5459,7533257853246303764,江用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5460,7533257857541271060,黄用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5461,7533257866131205652,许用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5462,7533257870426172948,刘用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,大数据开发工程师-基础级
5463,7533172177238683156,康用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5464,7533172185828617748,姚用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5465,7533172194418552340,奚用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5466,7533172198713519636,麦用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5467,7533172207303454228,陈用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5468,7533172211598421524,唐用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5469,7533172220188356116,黄用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5470,7533172228778290708,任用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5471,7533214912163278356,贾用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5472,7533214920753212948,吴用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5473,7533214925048180244,梅用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5474,7533214933638114836,徐用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5475,7533214942228049428,吴用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
5476,7533214946523016724,巩用户,"[""数据分析师"",""数据挖掘工程师""]",,,,,,,,,"[""互联网""]",4000,6000,[],[],,,,,,
